traditional,simplified,pinyin_numbered,cvdict_meaning,hanzii_pinyin,hanzii_meaning,hanzii_part_of_speech,hanzii_collocations_json,hanzii_examples_json,hanzii_status
橎,橎,fan3,một loại cây,,,,[],[],not_crawled
橐,橐,tuo2,bao; ống mở hai đầu; (từ tượng thanh) tiếng bước chân,,,,[],[],not_crawled
橐中裝,橐中装,tuo2 zhong1 zhuang1,đá quý; trang sức; đồ quý giá,,,,[],[],not_crawled
橐囊,橐囊,tuo2 nang2,bao; túi,,,,[],[],not_crawled
橐橐,橐橐,tuo2 tuo2,(từ tượng thanh) tiếng bước chân,,,,[],[],not_crawled
橐笥,橐笥,tuo2 si4,túi; túi đeo,,,,[],[],not_crawled
橐筆,橐笔,tuo2 bi3,kiếm sống bằng viết lách,,,,[],[],not_crawled
橐駝,橐驼,tuo2 tuo2,lạc đà; lưng gù,,,,[],[],not_crawled
橐龠,橐龠,tuo2 yue4,ống thổi lò,,,,[],[],not_crawled
橕,橕,cheng1,cột chống; chống đỡ,,,,[],[],not_crawled
橘,橘,ju2,quýt (Citrus reticulata); quýt hồng,,,,[],[],not_crawled
橘味,橘味,ju2 wei4,hương vị quýt; yuri (thể loại văn học với mối quan hệ lãng mạn hoặc tình dục đồng tính nữ),,,,[],[],not_crawled
橘子,橘子,ju2 zi5,quýt,,,,[],[],not_crawled
橘子水,橘子水,ju2 zi5 shui3,nước cam; nước ép cam,,,,[],[],not_crawled
橘子汁,橘子汁,ju2 zi5 zhi1,nước ép quýt; xem thêm 橙汁[cheng2 zhi1],,,,[],[],not_crawled
橘子醬,橘子酱,ju2 zi5 jiang4,mứt cam,,,,[],[],not_crawled
橘柑,橘柑,ju2 gan1,quýt; cam,,,,[],[],not_crawled
橘樹,橘树,ju2 shu4,cây cam quýt,,,,[],[],not_crawled
橘皮組織,橘皮组织,ju2 pi2 zu3 zhi1,cellulite,,,,[],[],not_crawled
橘紅,橘红,ju2 hong2,màu cam; vỏ cam (dùng trong y học cổ truyền Trung Quốc),,,,[],[],not_crawled
橘絡,橘络,ju2 luo4,xơ của quả quýt,,,,[],[],not_crawled
橘色,橘色,ju2 se4,màu cam,,,,[],[],not_crawled
橘里橘氣,橘里橘气,ju2 li3 ju2 qi4,như đồng tính nữ (tức là thể hiện đặc điểm đồng tính nữ) (được đặt ra khoảng năm 2018),,,,[],[],not_crawled
橘錄,橘录,ju2 lu4,phân loại cây cam quýt bởi nhà thực vật học thời Tống thế kỷ 12 Han Yanzhi 韓彥直|韩彦直[Han2 Yan4 zhi2],,,,[],[],not_crawled
橘黃色,橘黄色,ju2 huang2 se4,màu vàng quýt; vàng nghệ,,,,[],[],not_crawled
橙,橙,cheng2,cây cam; màu cam,,,,[],[],not_crawled
橙劑,橙剂,cheng2 ji4,chất độc da cam (thuốc diệt cỏ),,,,[],[],not_crawled
橙子,橙子,cheng2 zi5,quả cam,,,,[],[],not_crawled
橙斑翅柳鶯,橙斑翅柳莺,cheng2 ban1 chi4 liu3 ying1,(loài chim ở Trung Quốc) chích lá sọc cam (Phylloscopus pulcher),,,,[],[],not_crawled
橙汁,橙汁,cheng2 zhi1,nước ép cam,,,,[],[],not_crawled
橙皮,橙皮,cheng2 pi2,vỏ cam,,,,[],[],not_crawled
橙皮果醬,橙皮果酱,cheng2 pi2 guo3 jiang4,mứt vỏ cam,,,,[],[],not_crawled
橙紅色,橙红色,cheng2 hong2 se4,màu đỏ cam; màu cam đậm,,,,[],[],not_crawled
橙翅噪鶥,橙翅噪鹛,cheng2 chi4 zao4 mei2,(loài chim ở Trung Quốc) chim khướu cười Elliot (Trochalopteron elliotii),,,,[],[],not_crawled
橙胸咬鵑,橙胸咬鹃,cheng2 xiong1 yao3 juan1,(loài chim ở Trung Quốc) chim niệc hung ngực cam (Harpactes oreskios),,,,[],[],not_crawled
橙胸姬鶲,橙胸姬鹟,cheng2 xiong1 ji1 weng1,(loài chim ở Trung Quốc) đớp ruồi họng nâu (Ficedula strophiata),,,,[],[],not_crawled
橙胸綠鳩,橙胸绿鸠,cheng2 xiong1 lu:4 jiu1,(loài chim ở Trung Quốc) chim cu xanh ngực cam (Treron bicinctus),,,,[],[],not_crawled
橙腹葉鵯,橙腹叶鹎,cheng2 fu4 ye4 bei1,(loài chim ở Trung Quốc) chim hút mật bụng cam (Chloropsis hardwickii),,,,[],[],not_crawled
橙色,橙色,cheng2 se4,màu cam,,,,[],[],not_crawled
橙色劑,橙色剂,cheng2 se4 ji4,Chất độc da cam (thuốc diệt cỏ),,,,[],[],not_crawled
橙色戰劑,橙色战剂,cheng2 se4 zhan4 ji4,Chất độc da cam (thuốc diệt cỏ),,,,[],[],not_crawled
橙頭地鶇,橙头地鸫,cheng2 tou2 di4 dong1,(loài chim ở Trung Quốc) chim giẻ cùi đầu cam (Geokichla citrina),,,,[],[],not_crawled
橙黃,橙黄,cheng2 huang2,màu cam vàng; màu quýt vàng; màu vàng crôm,,,,[],[],not_crawled
橚,橚,su4,cao và thẳng (cây cối),,,,[],[],not_crawled
橛,橛,jue2,cái chốt; cột thấp,,,,[],[],not_crawled
橜,橛,jue2,biến thể cũ của 橛[jue2],,,,[],[],not_crawled
機,机,Ji1,họ [Ji1],,,,[],[],not_crawled
機,机,ji1,(hình thức kết hợp) máy móc; cơ chế; (hình thức kết hợp) máy bay; (hình thức kết hợp) cơ hội; (hình thức kết hợp) điểm then chốt; trục xoay; (hình thức kết hợp) nhanh trí; linh hoạt; (hình thức kết hợp) hữu cơ,,,,[],[],not_crawled
機不可失,机不可失,ji1 bu4 ke3 shi1,Không thể bỏ lỡ! (thành ngữ),,,,[],[],not_crawled
機不可失，失不再來,机不可失，失不再来,"ji1 bu4 ke3 shi1 , shi1 bu4 zai4 lai2",cơ hội chỉ đến một lần (thành ngữ),,,,[],[],not_crawled
機不可失，時不再來,机不可失，时不再来,"ji1 bu4 ke3 shi1 , shi2 bu4 zai4 lai2",Cơ hội chỉ đến một lần. (thành ngữ),,,,[],[],not_crawled
機不離手,机不离手,ji1 bu4 li2 shou3,không thể rời điện thoại di động,,,,[],[],not_crawled
機件,机件,ji1 jian4,linh kiện (cơ khí),,,,[],[],not_crawled
機伶,机伶,ji1 ling5,biến thể của 機靈|机灵[ji1 ling5],,,,[],[],not_crawled
機制,机制,ji1 zhi4,cơ chế,,,,[],[],not_crawled
機加酒,机加酒,ji1 jia1 jiu3,gói du lịch bao gồm chuyến bay và khách sạn (viết tắt của 機票加酒店|机票加酒店[ji1 piao4 jia1 jiu3 dian4]),,,,[],[],not_crawled
機動,机动,ji1 dong4,"động cơ; cơ giới; chạy bằng động cơ; thích ứng; linh hoạt (sử dụng, xử lý, thời gian, v.v.)",,,,[],[],not_crawled
機動性,机动性,ji1 dong4 xing4,tính linh hoạt,,,,[],[],not_crawled
機動車,机动车,ji1 dong4 che1,phương tiện cơ giới,,,,[],[],not_crawled
機動車輛,机动车辆,ji1 dong4 che1 liang4,phương tiện cơ giới,,,,[],[],not_crawled
機務段,机务段,ji1 wu4 duan4,nhà để đầu máy,,,,[],[],not_crawled
機哩瓜拉,机哩瓜拉,ji1 li1 gua1 la1,(Đài Loan) xem 嘰哩咕嚕|叽哩咕噜[ji1 li5 gu1 lu1],,,,[],[],not_crawled
機器,机器,ji1 qi4,máy móc,,,,[],[],not_crawled
機器人,机器人,ji1 qi4 ren2,người máy; robot,,,,[],[],not_crawled
機器人學,机器人学,ji1 qi4 ren2 xue2,ngành robot,,,,[],[],not_crawled
機器翻譯,机器翻译,ji1 qi4 fan1 yi4,dịch máy,,,,[],[],not_crawled
機器腳踏車,机器脚踏车,ji1 qi4 jiao3 ta4 che1,(tiếng địa phương) xe máy; viết tắt thành 機車|机车[ji1 che1],,,,[],[],not_crawled
機場,机场,ji1 chang3,"sân bay; phi trường; (tiếng lóng) nhà cung cấp dịch vụ cho Shadowsocks hoặc phần mềm tương tự để vượt kiểm duyệt Internet; Lượng từ: 家[jia1],處|处[chu4]",,,,[],[],not_crawled
機場大廈,机场大厦,ji1 chang3 da4 sha4,nhà ga sân bay,,,,[],[],not_crawled
機子,机子,ji1 zi5,máy; thiết bị,,,,[],[],not_crawled
機宜,机宜,ji1 yi2,hướng dẫn; phải làm gì (trong hoàn cảnh nhất định),,,,[],[],not_crawled
機密,机密,ji1 mi4,bí mật; thông tin mật,,,,[],[],not_crawled
機密性,机密性,ji1 mi4 xing4,tính bảo mật,,,,[],[],not_crawled
機密文件,机密文件,ji1 mi4 wen2 jian4,tài liệu mật,,,,[],[],not_crawled
機尾,机尾,ji1 wei3,"đuôi (máy bay, v.v.)",,,,[],[],not_crawled
機巧,机巧,ji1 qiao3,xảo quyệt; khéo léo; tinh xảo,,,,[],[],not_crawled
機床,机床,ji1 chuang2,máy công cụ; máy tiện,,,,[],[],not_crawled
機庫,机库,ji1 ku4,nhà chứa máy bay,,,,[],[],not_crawled
機建費,机建费,ji1 jian4 fei4,phí xây dựng sân bay (viết tắt của 機場建設費|机场建设费),,,,[],[],not_crawled
機房,机房,ji1 fang2,phòng máy; phòng động cơ; phòng máy tính,,,,[],[],not_crawled
機掰,机掰,ji1 bai1,biến thể của 雞掰|鸡掰[ji1 bai1],,,,[],[],not_crawled
機敏,机敏,ji1 min3,nhanh nhẹn,,,,[],[],not_crawled
機智,机智,ji1 zhi4,nhanh trí; thông minh ứng biến,,,,[],[],not_crawled
機會,机会,ji1 hui4,cơ hội; thời cơ; dịp,,,,[],[],not_crawled
機會主義,机会主义,ji1 hui4 zhu3 yi4,chủ nghĩa cơ hội; chủ nghĩa thực dụng,,,,[],[],not_crawled
機會成本,机会成本,ji1 hui4 cheng2 ben3,chi phí cơ hội,,,,[],[],not_crawled
機杼,机杼,ji1 zhu4,một cái khung cửi,,,,[],[],not_crawled
機械,机械,ji1 xie4,máy; máy móc; thuộc về máy móc; (cũ) xảo quyệt; mưu mô,,,,[],[],not_crawled
機械化,机械化,ji1 xie4 hua4,cơ giới hóa,,,,[],[],not_crawled
機械工,机械工,ji1 xie4 gong1,thợ máy,,,,[],[],not_crawled
機械工人,机械工人,ji1 xie4 gong1 ren2,thợ máy,,,,[],[],not_crawled
機械工程,机械工程,ji1 xie4 gong1 cheng2,kỹ thuật cơ khí,,,,[],[],not_crawled
機械師,机械师,ji1 xie4 shi1,thợ máy; kỹ sư; thợ vận hành máy; người vận hành máy,,,,[],[],not_crawled
機械性,机械性,ji1 xie4 xing4,thuộc về máy móc,,,,[],[],not_crawled
機械戰警,机械战警,Ji1 xie4 Zhan4 jing3,RoboCop (phim),,,,[],[],not_crawled
機械碼,机械码,ji1 xie4 ma3,mã máy,,,,[],[],not_crawled
機械翻譯,机械翻译,ji1 xie4 fan1 yi4,dịch máy,,,,[],[],not_crawled
機械能,机械能,ji1 xie4 neng2,năng lượng cơ học,,,,[],[],not_crawled
機械語言,机械语言,ji1 xie4 yu3 yan2,ngôn ngữ máy,,,,[],[],not_crawled
機械鐘,机械钟,ji1 xie4 zhong1,đồng hồ cơ,,,,[],[],not_crawled
機構,机构,ji1 gou4,"cơ chế; kết cấu; tổ chức; cơ quan; viện, tổ chức",,,,[],[],not_crawled
機槍,机枪,ji1 qiang1,súng máy,,,,[],[],not_crawled
機殼,机壳,ji1 qiao4,"vỏ, vỏ bọc, thùng máy hoặc khung (của máy tính, máy photocopy, v.v.)",,,,[],[],not_crawled
機油,机油,ji1 you2,dầu động cơ,,,,[],[],not_crawled
機率,机率,ji1 lu:4,xác suất; tỷ lệ (Đài Loan),,,,[],[],not_crawled
機理,机理,ji1 li3,cơ chế,,,,[],[],not_crawled
機甲,机甲,ji1 jia3,mecha (người máy được điều khiển trong manga Nhật Bản),,,,[],[],not_crawled
機票,机票,ji1 piao4,vé máy bay; vé hành khách,,,,[],[],not_crawled
機箱,机箱,ji1 xiang1,vỏ máy tính,,,,[],[],not_crawled
機組,机组,ji1 zu3,phi hành đoàn (trên máy bay); đơn vị (thiết bị),,,,[],[],not_crawled
機緣,机缘,ji1 yuan2,cơ hội; cơ duyên; vận mệnh,,,,[],[],not_crawled
機翻,机翻,ji1 fan1,dịch máy (viết tắt của 機器翻譯|机器翻译[ji1 qi4 fan1 yi4]),,,,[],[],not_crawled
機翼,机翼,ji1 yi4,cánh (của máy bay),,,,[],[],not_crawled
機能,机能,ji1 neng2,chức năng,,,,[],[],not_crawled
機艙,机舱,ji1 cang1,khoang máy bay,,,,[],[],not_crawled
機製,机制,ji1 zhi4,xử lý bằng máy; làm bằng máy,,,,[],[],not_crawled
機詐,机诈,ji1 zha4,xảo trá,,,,[],[],not_crawled
機謀,机谋,ji1 mou2,mưu kế; âm mưu; sự khôn ngoan,,,,[],[],not_crawled
機警,机警,ji1 jing3,nhạy bén; tinh anh; sắc sảo; lanh lợi; cảnh giác; nhanh nhạy,,,,[],[],not_crawled
機變,机变,ji1 bian4,ứng biến; linh hoạt; thích ứng; mang tính thực dụng,,,,[],[],not_crawled
機踏車,机踏车,ji1 ta4 che1,xe máy (Đài Loan); viết tắt của 機器腳踏車|机器脚踏车[ji1 qi4 jiao3 ta4 che1],,,,[],[],not_crawled
機身,机身,ji1 shen1,thân của phương tiện hoặc máy móc; thân máy bay,,,,[],[],not_crawled
機車,机车,ji1 che1,"đầu máy; toa động cơ tàu hỏa; (Đài Loan) xe tay ga; (Đài Loan, lóng) khó chịu; phiền phức; (Đài Loan) chết tiệt!; bực mình!",,,,[],[],not_crawled
機軸,机轴,ji1 zhou2,trục máy; trục (trong máy móc),,,,[],[],not_crawled
機遇,机遇,ji1 yu4,cơ hội; hoàn cảnh thuận lợi; vận may,,,,[],[],not_crawled
機運,机运,ji1 yun4,cơ hội và thời cơ,,,,[],[],not_crawled
機長,机长,ji1 zhang3,cơ trưởng; phi công chính,,,,[],[],not_crawled
機關,机关,ji1 guan1,cơ chế; bánh răng; vận hành bằng máy; văn phòng; cơ quan; ban ngành; tổ chức; thiết lập; cơ sở; mưu kế; kế hoạch; âm mưu; thủ đoạn,,,,[],[],not_crawled
機關報,机关报,ji1 guan1 bao4,báo chí chính thức (vận hành bởi chính phủ),,,,[],[],not_crawled
機關布景,机关布景,ji1 guan1 bu4 jing3,cảnh sân khấu vận hành bằng máy,,,,[],[],not_crawled
機關槍,机关枪,ji1 guan1 qiang1,súng máy; cũng viết 機槍|机枪[ji1 qiang1],,,,[],[],not_crawled
機關炮,机关炮,ji1 guan1 pao4,pháo máy; pháo súng máy,,,,[],[],not_crawled
機關算盡太聰明，反算了卿卿性命,机关算尽太聪明，反算了卿卿性命,"ji1 guan1 suan4 jin4 tai4 cong1 ming5 , fan3 suan4 le5 qing1 qing1 xing4 ming4","nếu người quá toan tính, sẽ tự chuốc lấy thất bại (câu nổi tiếng trong ""Hồng Lâu Mộng"" 紅樓夢|红楼梦[Hong2 lou2 Meng4])",,,,[],[],not_crawled
機關車,机关车,ji1 guan1 che1,đầu máy xe lửa,,,,[],[],not_crawled
機電,机电,ji1 dian4,thiết bị máy móc và phát điện; điện cơ,,,,[],[],not_crawled
機靈,机灵,ji1 ling5,thông minh; nhanh trí,,,,[],[],not_crawled
機靈鬼,机灵鬼,ji1 ling2 gui3,(hài hước) người thông minh và nhanh trí,,,,[],[],not_crawled
機頂盒,机顶盒,ji1 ding3 he2,hộp giải mã tín hiệu truyền hình,,,,[],[],not_crawled
機頭,机头,ji1 tou2,"phần đầu (mũi) của máy bay, v.v.",,,,[],[],not_crawled
機頭座,机头座,ji1 tou2 zuo4,"ụ động; đầu quay của máy khoan, máy tiện, v.v.",,,,[],[],not_crawled
機體,机体,ji1 ti3,sinh vật (sinh học); khung máy bay (hàng không),,,,[],[],not_crawled
橡,橡,xiang4,cây sồi; Quercus serrata,,,,[],[],not_crawled
橡子,橡子,xiang4 zi3,hạt sồi,,,,[],[],not_crawled
橡子麵,橡子面,xiang4 zi5 mian4,bột hạt sồi,,,,[],[],not_crawled
橡子麵兒,橡子面儿,xiang4 zi5 mian4 r5,biến thể er hoá của 橡子麵|橡子面[xiang4 zi5 mian4],,,,[],[],not_crawled
橡實,橡实,xiang4 shi2,hạt sồi,,,,[],[],not_crawled
橡木,橡木,xiang4 mu4,bằng gỗ sồi,,,,[],[],not_crawled
橡樹,橡树,xiang4 shu4,cây sồi,,,,[],[],not_crawled
橡皮,橡皮,xiang4 pi2,cao su; cục tẩy,,,,[],[],not_crawled
橡皮擦,橡皮擦,xiang4 pi2 ca1,cục tẩy; cao su,,,,[],[],not_crawled
橡皮泥,橡皮泥,xiang4 pi2 ni2,đất sét dẻo; đất nặn,,,,[],[],not_crawled
橡皮球,橡皮球,xiang4 pi2 qiu2,quả bóng cao su,,,,[],[],not_crawled
橡皮筋,橡皮筋,xiang4 pi2 jin1,dây thun,,,,[],[],not_crawled
橡皮線,橡皮线,xiang4 pi2 xian4,dây điện (bọc cao su); cáp,,,,[],[],not_crawled
橡皮膏,橡皮膏,xiang4 pi2 gao1,băng dính cá nhân; băng keo cá nhân,,,,[],[],not_crawled
橡膠,橡胶,xiang4 jiao1,cao su,,,,[],[],not_crawled
橡膠樹,橡胶树,xiang4 jiao1 shu4,cây cao su,,,,[],[],not_crawled
橢,椭,tuo3,hình ellipse,,,,[],[],not_crawled
橢圓,椭圆,tuo3 yuan2,hình bầu dục; hình ellipse; elip,,,,[],[],not_crawled
橢圓函數,椭圆函数,tuo3 yuan2 han2 shu4,(toán) hàm elip,,,,[],[],not_crawled
橢圓形,椭圆形,tuo3 yuan2 xing2,hình bầu dục,,,,[],[],not_crawled
橢圓形辦公室,椭圆形办公室,tuo3 yuan2 xing2 ban4 gong1 shi4,Văn phòng Bầu dục (trong Nhà Trắng),,,,[],[],not_crawled
橢圓曲線,椭圆曲线,tuo3 yuan2 qu1 xian4,(toán) đường cong elliptic,,,,[],[],not_crawled
橢圓機,椭圆机,tuo3 yuan2 ji1,máy tập hình elip (tập thể dục),,,,[],[],not_crawled
橢圓積分,椭圆积分,tuo3 yuan2 ji1 fen1,(toán) tích phân elliptic,,,,[],[],not_crawled
橢球,椭球,tuo3 qiu2,(toán) mặt ellipsoid,,,,[],[],not_crawled
橤,蕊,rui3,biến thể của 蕊[rui3],,,,[],[],not_crawled
橧,橧,zeng1,cư ngụ trên đỉnh cọc gỗ,,,,[],[],not_crawled
橫,横,heng2,"ngang; qua; ngang qua; nét ngang (trong chữ Hán); đặt (cái gì) nằm ngang (trên bề mặt); băng qua (sông, v.v.); lộn xộn; hỗn loạn; (trong cụm từ cố định) hung dữ và vô lý; bạo lực",,,,[],[],not_crawled
橫,横,heng4,hung dữ và vô lý; bất ngờ,,,,[],[],not_crawled
橫七豎八,横七竖八,heng2 qi1 shu4 ba1,lộn xộn; rối tung rối mù (thành ngữ),,,,[],[],not_crawled
橫三豎四,横三竖四,heng2 san1 shu4 si4,lộn xộn; bừa bộn kinh khủng,,,,[],[],not_crawled
橫刀奪愛,横刀夺爱,heng2 dao1 duo2 ai4,cướp đoạt thứ gì đó mà ai trân quý (thành ngữ),,,,[],[],not_crawled
橫切,横切,heng2 qie1,cắt ngang; một vết cắt ngang,,,,[],[],not_crawled
橫剖面,横剖面,heng2 pou1 mian4,mặt cắt ngang,,,,[],[],not_crawled
橫加,横加,heng2 jia1,một cách dữ dội; một cách trắng trợn,,,,[],[],not_crawled
橫加指責,横加指责,heng2 jia1 zhi3 ze2,đổ lỗi một cách vô tội vạ,,,,[],[],not_crawled
橫匾,横匾,heng2 bian3,bức hoành phi (để khắc chữ),,,,[],[],not_crawled
橫向,横向,heng2 xiang4,nằm ngang; thuộc về trực giao; vuông góc; mang tính ngang; bắt chéo,,,,[],[],not_crawled
橫吹,横吹,heng2 chui1,nhạc kèn và trống quân sự thời Hán thổi trên lưng ngựa; sáo ngang; thổi sáo ngang như vậy,,,,[],[],not_crawled
橫屍遍野,横尸遍野,heng2 shi1 bian4 ye3,xác chết đầy đồng; trận chiến chết chóc,,,,[],[],not_crawled
橫山,横山,Heng2 shan1,"huyện Hằng Sơn ở Du Lâm 榆林[Yu2 lin2], Thiểm Tây; xã Hành Sơn ở huyện Tân Trúc 新竹縣|新竹县[Xin1 zhu2 Xian4], tây bắc Đài Loan; Yokoyama (họ Nhật Bản)",,,,[],[],not_crawled
橫山縣,横山县,Heng2 shan1 Xian4,"huyện Hằng Sơn ở Du Lâm 榆林[Yu2 lin2], Thiểm Tây",,,,[],[],not_crawled
橫山鄉,横山乡,Heng2 shan1 xiang1,"xã Hành Sơn ở huyện Tân Trúc 新竹縣|新竹县[Xin1 zhu2 Xian4], tây bắc Đài Loan",,,,[],[],not_crawled
橫峰,横峰,Heng2 feng1,"huyện Hoành Phong ở Thượng Nhiêu 上饒|上饶, Giang Tây",,,,[],[],not_crawled
橫峰縣,横峰县,Heng2 feng1 xian4,"huyện Hoành Phong ở Thượng Nhiêu 上饒|上饶, Giang Tây",,,,[],[],not_crawled
橫幅,横幅,heng2 fu2,cuộn thư ngang; băng rôn; dải biểu ngữ,,,,[],[],not_crawled
橫幅標語,横幅标语,heng2 fu2 biao1 yu3,băng rôn khẩu hiệu,,,,[],[],not_crawled
橫座標,横坐标,heng2 zuo4 biao1,tọa độ ngang; hoành độ,,,,[],[],not_crawled
橫征暴斂,横征暴敛,heng2 zheng1 bao4 lian3,thu thuế cưỡng bức và bóc lột (thành ngữ); cưỡng ép vắt kiệt thuế từ người dân,,,,[],[],not_crawled
橫心,横心,heng2 xin1,tự răn lòng; tự nhủ phải cứng rắn; quyết tâm,,,,[],[],not_crawled
橫截,横截,heng2 jie2,cắt ngang; mặt cắt ngang; ngang qua,,,,[],[],not_crawled
橫截線,横截线,heng2 jie2 xian4,đường ngang qua,,,,[],[],not_crawled
橫截面,横截面,heng2 jie2 mian4,mặt cắt ngang,,,,[],[],not_crawled
橫批,横批,heng2 pi1,câu đối ngang (cho chữ khắc),,,,[],[],not_crawled
橫折,横折,heng2 zhe2,(nét ngang gập của chữ Hán),,,,[],[],not_crawled
橫挑鼻子豎挑眼,横挑鼻子竖挑眼,heng2 tiao1 bi2 zi5 shu4 tiao1 yan3,bới lông tìm vết (thành ngữ); chỉ trích không ngớt,,,,[],[],not_crawled
橫振動,横振动,heng2 zhen4 dong4,rung động ngang,,,,[],[],not_crawled
橫掃,横扫,heng2 sao3,quét sạch; quét qua,,,,[],[],not_crawled
橫掃千軍,横扫千军,heng2 sao3 qian1 jun1,tiêu diệt hoàn toàn,,,,[],[],not_crawled
橫排,横排,heng2 pai2,dàn trang ngang (in ấn),,,,[],[],not_crawled
橫搖,横摇,heng2 yao2,chuyển động lắc lư (của thuyền),,,,[],[],not_crawled
橫摺,横摺,heng2 zhe2,nếp gấp hoặc xếp ngang,,,,[],[],not_crawled
橫斑林鶯,横斑林莺,heng2 ban1 lin2 ying1,(loài chim ở Trung Quốc) chích vạch ngang (Sylvia nisoria),,,,[],[],not_crawled
橫斑腹小鴞,横斑腹小鸮,heng2 ban1 fu4 xiao3 xiao1,(loài chim ở Trung Quốc) cú vằn bụng nhỏ (Athene brama),,,,[],[],not_crawled
